thesis 0.0975524,0.0556093,-0.0119327,-0.00580013,-0.00427355,-0.00592939,-0.00497669,-0.00949887,-0.00905391,-0.0147099
before 0.112417,0.00548501,-0.00221106,0.00485545,-0.000405534,0.00333497,-0.00351762,-0.00187537,-0.00116604,-0.00180245
fit 0.0995106,-0.022993,-0.0166686,0.0421391,0.0337824,-0.0188311,-0.0166207,-0.0178935,0.0228127,-0.0184633
fix 0.047152,-0.0529382,-0.00540809,-0.00229746,-0.00741778,-0.0112275,-0.0489981,-0.0114297,-0.0167893,-0.0324335
writing 0.121034,-0.101207,0.0108219,-0.00328169,-0.00321066,-0.0118358,-0.0110148,-0.0173748,0.0126045,0.00153693
better 0.107636,0.027853,0.000523131,-0.000266509,-0.00298625,0.00208534,0.00118497,0.00521316,0.00179545,-0.00198162
fic 0.11063,0.00572846,0.00233129,0.00362302,0.000985596,0.00219879,0.000606372,-0.00837653,0.00633157,-0.0049501
differently -0.166363,0.422498,-0.127049,0.00204863,-0.121015,0.0271558,-0.0141945,-0.05616,0.0125839,0.0381028
fade 0.0273003,-0.133206,0.0174776,0.0244884,0.0381826,-0.0850857,0.00879491,-0.0169173,0.044015,-0.112336
then 0.0948347,0.0812072,0.000817719,-0.00197561,-0.000820193,0.00293982,0.00075081,0.00296637,-0.000111216,0.00164454
them 0.117341,-0.0264004,0.00267389,0.00200672,-0.000532822,-2.92258e-05,0.00171914,-0.00540945,-0.000600603,-0.00200096
pegg 0.0675277,0.104949,0.0219196,0.0141965,0.0199003,0.0269997,-0.0223898,0.00538775,-0.00452192,-0.0220267
roommate 0.0950231,0.0626879,-0.00155969,0.0171117,-0.0212575,-0.000726348,-0.00762481,0.0102551,-0.00505965,0.00898307
shameful 0.0626572,-0.196825,0.0562961,-0.0087876,-0.00287474,-0.0394509,0.0258213,-0.00361869,-0.0453657,0.0279432
they 0.0900607,0.0985066,0.00294011,0.00148538,-0.00224174,0.00231417,-0.000601347,0.00228486,-0.00172259,0.000890642
schools -0.848572,-0.951356,0.0301647,-0.0505013,-0.00892317,0.0804063,0.0568272,0.133336,0.0972889,0.00146318
silver 0.100208,0.0554368,-0.00199383,0.00302996,-0.000528407,-0.000197212,-0.00127704,-0.00526438,0.000664501,-0.00556767
meat 0.0889555,0.0880529,0.0148789,0.00618301,0.00284063,0.00905086,-0.00296958,-0.00162022,-0.0137909,0.00908288
rocks -1.85288,-0.0567464,0.0223866,0.0262852,-0.00541556,-0.0142575,-0.00766698,-0.019961,0.0456944,-0.0030177
acoustic 0.110359,-0.0537665,-0.00187579,0.0447883,0.00627875,0.0138726,0.0421415,0.0261334,-0.0116362,-0.00115916
went 0.110135,0.0168583,0.00502186,-9.7018e-05,-0.000800381,-0.00147454,0.00136195,0.000221231,0.0008925,-0.000849896
side -1.23897,0.705819,0.0471718,0.00507104,0.0114975,-0.0233757,-0.0171148,0.0590876,0.0107277,-0.0388297
luck 0.110918,0.00539754,0.00015586,0.00560417,0.00384916,-0.004815,0.00641953,0.00210781,-0.0023413,0.00979994
independent 0.101074,0.0315629,-0.00524823,0.00621222,0.00876046,0.00771261,-0.0267491,-0.00597485,0.000741025,0.00457204
diana 0.122896,-0.092757,0.0030458,-0.00208891,0.0121865,-0.0140537,-0.0024188,0.00293012,-0.00217192,0.0158146
series 0.12137,-0.0523389,-0.00390675,-0.00593999,-0.00474278,0.00255755,-0.00375423,-0.000749763,-0.00045686,-0.00219567
group 0.0831542,0.106088,0.00461764,0.00920176,0.00412758,0.0028268,0.0146821,0.00130128,0.00534316,-0.0141294
literature -0.419331,0.451394,-0.00365262,0.105854,0.0796335,0.021679,0.0170893,-0.042045,0.264954,-0.118865
combining 0.114936,-0.0469963,0.00229748,-0.0123488,0.0183247,0.00391152,-0.000644192,-0.0134669,-0.00709062,0.00367464
saturday -0.0108042,0.296292,0.0124401,-0.0219057,0.0207472,0.00408777,-0.0128779,0.00242315,0.0236006,-0.000818737
rv -0.122458,-0.0327791,0.0580271,0.0297905,-0.032061,0.094106,-0.00474492,-0.0241246,-0.116755,-0.0478329
god 0.100975,0.0559514,0.00577196,0.000810005,-0.00233625,0.00203971,0.00233172,3.62243e-05,0.005214,0.00104077
re 0.104111,0.0402094,0.000847663,-0.00582714,-0.00270807,0.00580457,-0.00280725,0.00657533,-0.00161525,0.00138852
encourage 0.0310244,0.110311,0.0624102,-0.0532859,0.000480966,-0.0648294,-0.0019573,0.0749124,-0.050647,-0.00969956
daniel 0.113652,-0.0083783,-0.000723946,0.000152945,0.00487088,-0.000215293,0.00110603,0.000615931,-0.0030191,0.000588924
reader -1.59596,0.337798,0.0347046,0.0259874,0.000127196,0.0352427,-0.0855518,-0.00842568,0.0342949,-0.0082485
got 0.0989428,0.0652349,-0.000478551,0.00469792,-0.000436686,0.00327084,0.000427197,-0.000679319,-0.00501617,-0.0012896
quaintly 0.117315,-0.0406908,-0.00510289,-0.00767859,0.00925754,0.000670413,-0.00206691,-0.00294771,-0.00277256,0.00607288
tautou -1.4309,0.0562843,-0.272879,0.229167,0.0721338,0.210911,-0.20766,0.0553327,0.030112,0.179423
given 0.10278,0.0391327,-0.00256348,0.0022067,0.00836176,-0.00846144,-0.0142692,0.00124102,-0.00173339,-0.00139864
free 0.118314,-0.150079,-0.000453916,-0.00250631,0.00559223,-0.0130793,-0.00557819,-0.0173122,-0.00710414,0.0183601
wanted 0.0798215,-0.0962567,0.00829165,-0.00925228,0.0206843,-0.0118917,-0.0476179,0.013521,-0.00746829,0.00766649
ate 0.0926492,-0.210428,-0.0220318,-0.00897243,0.00681957,-0.00268655,0.0162625,-0.032454,0.0523319,-0.0261341
created 0.113505,-0.00730133,0.00478704,0.0017427,0.00111159,0.000287443,-0.00217154,0.00148999,-0.00550159,-0.00603204
days 0.0890736,0.0974487,0.00201326,0.00168122,-0.00104787,-0.00197196,0.00410416,0.00444017,-3.9299e-05,-0.00239298
lousy -0.308092,0.522053,-0.0126188,0.0497846,-0.0333568,-0.0178465,0.0541459,-0.103282,-0.0672634,-0.0628118
isn 0.0786885,0.0411107,-0.00822331,-0.00847386,0.00561571,0.0240224,0.00515026,-0.00450792,-0.0362896,-0.022356
ism 0.0954836,-0.203163,0.0391821,-0.0104005,-0.02399,-0.0278487,0.0206502,-0.0517731,0.00984327,0.0254961
moving 0.060546,0.0947268,0.0111618,-0.00879178,-0.0239525,0.0162629,-0.0531472,-0.00273923,-0.0183939,0.0295836
